measurement_id,record_id,source_group_id,surface_group_id,legacy_analysis_split,v4_split,applsci_split,allow_training,allow_tuning,allow_evaluation,freeze_status
CA0457,CA0457,SRC018,SFC_8D989D0E7E7F,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0458,CA0458,SRC018,SFC_8D989D0E7E7F,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0459,CA0459,SRC012,SFC_9BFFAF330A15,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0460,CA0460,SRC012,SFC_9BFFAF330A15,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0461,CA0461,SRC012,SFC_9BFFAF330A15,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0462,CA0462,SRC012,SFC_9BFFAF330A15,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0463,CA0463,SRC002,SFC_5523B41BFD8F,hard_external,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0464,CA0464,SRC002,SFC_5523B41BFD8F,hard_external,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0465,CA0465,SRC002,SFC_5523B41BFD8F,hard_external,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0466,CA0466,SRC002,SFC_5523B41BFD8F,hard_external,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0467,CA0467,SRC003,SFC_6DD3FB38C4D9,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0468,CA0468,SRC003,SFC_6DD3FB38C4D9,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0469,CA0469,SDX004,SFC_D97F8E5A47C3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0470,CA0470,SDX004,SFC_D97F8E5A47C3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0471,CA0471,SDX004,SFC_D97F8E5A47C3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0472,CA0472,SDX004,SFC_D3AB5237A040,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0473,CA0473,SDX004,SFC_D3AB5237A040,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0474,CA0474,SDX004,SFC_D3AB5237A040,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0475,CA0475,SDX004,SFC_37A719049846,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0476,CA0476,SDX004,SFC_37A719049846,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0477,CA0477,SDX004,SFC_37A719049846,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0478,CA0478,SDX004,SFC_37DC2984D4A3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0479,CA0479,SDX004,SFC_37DC2984D4A3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0480,CA0480,SDX004,SFC_37DC2984D4A3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0481,CA0481,SDX004,SFC_F4538DDCF09A,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0482,CA0482,SDX004,SFC_F4538DDCF09A,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0483,CA0483,SDX004,SFC_F4538DDCF09A,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0484,CA0484,SDX004,SFC_4B8196140353,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0485,CA0485,SDX004,SFC_4B8196140353,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0486,CA0486,SDX004,SFC_4B8196140353,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0487,CA0487,SDX004,SFC_7287C875CEAD,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0488,CA0488,SDX004,SFC_7287C875CEAD,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0489,CA0489,SDX004,SFC_7287C875CEAD,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0490,CA0490,SDX004,SFC_72042D49E582,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0491,CA0491,SDX004,SFC_72042D49E582,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0492,CA0492,SDX004,SFC_72042D49E582,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0493,CA0493,SDX004,SFC_8510C10E7F44,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0494,CA0494,SDX004,SFC_8510C10E7F44,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0495,CA0495,SDX004,SFC_8510C10E7F44,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0496,CA0496,SDX004,SFC_3FA2C1A21D11,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0497,CA0497,SDX004,SFC_3FA2C1A21D11,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0498,CA0498,SDX004,SFC_3FA2C1A21D11,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0499,CA0499,SDX004,SFC_1D3B0F1839B5,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0500,CA0500,SDX004,SFC_1D3B0F1839B5,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0501,CA0501,SDX004,SFC_1D3B0F1839B5,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0502,CA0502,SDX004,SFC_D17DAFC2AFDE,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0503,CA0503,SDX004,SFC_D17DAFC2AFDE,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0504,CA0504,SDX004,SFC_D17DAFC2AFDE,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0505,CA0505,SDX004,SFC_65564B0B1510,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0506,CA0506,SDX004,SFC_65564B0B1510,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0507,CA0507,SDX004,SFC_65564B0B1510,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0508,CA0508,SDX004,SFC_FD7BF6ACBE27,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0509,CA0509,SDX004,SFC_FD7BF6ACBE27,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0510,CA0510,SDX004,SFC_FD7BF6ACBE27,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0511,CA0511,SDX004,SFC_3A3E77A94794,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0512,CA0512,SDX004,SFC_3A3E77A94794,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0513,CA0513,SDX004,SFC_3A3E77A94794,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0514,CA0514,SDX004,SFC_78D1FEDEA019,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0515,CA0515,SDX004,SFC_78D1FEDEA019,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0516,CA0516,SDX004,SFC_78D1FEDEA019,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0517,CA0517,SDX005,SFC_755688E8B50B,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0518,CA0518,SDX005,SFC_755688E8B50B,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0519,CA0519,SDX005,SFC_755688E8B50B,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0520,CA0520,SDX005,SFC_590E8318F5D5,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0521,CA0521,SDX005,SFC_590E8318F5D5,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0522,CA0522,SDX005,SFC_590E8318F5D5,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0523,CA0523,SDX005,SFC_42A21ABE09F9,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0524,CA0524,SDX005,SFC_42A21ABE09F9,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0525,CA0525,SDX005,SFC_42A21ABE09F9,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0526,CA0526,SDX005,SFC_9B7B7B694E91,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0527,CA0527,SDX005,SFC_9B7B7B694E91,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0528,CA0528,SDX005,SFC_9B7B7B694E91,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0529,CA0529,SDX006,SFC_55DDAE9FF4E5,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0530,CA0530,SDX006,SFC_55DDAE9FF4E5,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0531,CA0531,SDX006,SFC_8810EE8758ED,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0532,CA0532,SDX006,SFC_8810EE8758ED,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0533,CA0533,SDX006,SFC_15EC92D72DA3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0534,CA0534,SDX006,SFC_15EC92D72DA3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0535,CA0535,SDX006,SFC_7ABDB4BDAFA3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0536,CA0536,SDX006,SFC_7ABDB4BDAFA3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0537,CA0537,SDX006,SFC_86D193058DBE,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0538,CA0538,SDX006,SFC_86D193058DBE,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0539,CA0539,SDX006,SFC_C578D204BBE3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0540,CA0540,SDX006,SFC_C578D204BBE3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0541,CA0541,SDX006,SFC_AEDDDB49C107,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0542,CA0542,SDX006,SFC_AEDDDB49C107,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0543,CA0543,SDX006,SFC_12E012885148,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0544,CA0544,SDX006,SFC_12E012885148,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0545,CA0545,SDX001,SFC_159FF1E1E160,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0546,CA0546,SDX001,SFC_159FF1E1E160,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0547,CA0547,SDX001,SFC_91A5214A0C27,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0548,CA0548,SDX001,SFC_91A5214A0C27,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0549,CA0549,SDX001,SFC_3C4F304244DF,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0550,CA0550,SDX001,SFC_3C4F304244DF,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0551,CA0551,SDX001,SFC_95A0FAE91CD0,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0552,CA0552,SDX001,SFC_95A0FAE91CD0,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0553,CA0553,SDX001,SFC_38EFEBA36525,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0554,CA0554,SDX001,SFC_38EFEBA36525,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0555,CA0555,SDX009,SFC_90843D24007D,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0556,CA0556,SDX009,SFC_90843D24007D,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0557,CA0557,SDX009,SFC_962FBAB11443,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0558,CA0558,SDX009,SFC_962FBAB11443,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0559,CA0559,SDX009,SFC_4A58BED65751,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0560,CA0560,SDX009,SFC_4A58BED65751,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0561,CA0561,SDX009,SFC_FE7D2709B140,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0562,CA0562,SDX009,SFC_FE7D2709B140,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0563,CA0563,SDX008,SFC_40DC495414A4,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0564,CA0564,SDX008,SFC_40DC495414A4,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0565,CA0565,SDX008,SFC_40DC495414A4,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0566,CA0566,SDX008,SFC_21ABD9D32070,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0567,CA0567,SDX008,SFC_21ABD9D32070,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0568,CA0568,SDX008,SFC_21ABD9D32070,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0569,CA0569,SDX008,SFC_086288EDF921,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0570,CA0570,SDX008,SFC_086288EDF921,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0571,CA0571,SDX008,SFC_086288EDF921,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0572,CA0572,SDX008,SFC_1B7A5069B364,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0573,CA0573,SDX008,SFC_1B7A5069B364,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0574,CA0574,SDX008,SFC_1B7A5069B364,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0575,CA0575,SDX003,SFC_775871D74DA8,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0576,CA0576,SDX003,SFC_775871D74DA8,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0577,CA0577,SDX003,SFC_775871D74DA8,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0578,CA0578,SDX003,SFC_C6A0892F143E,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0579,CA0579,SDX003,SFC_C6A0892F143E,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0580,CA0580,SDX003,SFC_C6A0892F143E,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0581,CA0581,SDX002,SFC_740023729038,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0582,CA0582,SDX002,SFC_740023729038,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0583,CA0583,SDX002,SFC_740023729038,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0584,CA0584,SDX002,SFC_0DD31A36BF54,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0585,CA0585,SDX002,SFC_0DD31A36BF54,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0586,CA0586,SDX002,SFC_0DD31A36BF54,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0587,CA0587,SDX010,SFC_B0B8AD6AD8FD,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0588,CA0588,SDX010,SFC_B0B8AD6AD8FD,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0589,CA0589,SDX010,SFC_B0B8AD6AD8FD,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0590,CA0590,SDX010,SFC_E7FC3D2DD101,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0591,CA0591,SDX010,SFC_E7FC3D2DD101,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0592,CA0592,SDX010,SFC_E7FC3D2DD101,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0593,CA0593,SDX010,SFC_F8664D03003D,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0594,CA0594,SDX010,SFC_F8664D03003D,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0595,CA0595,SDX010,SFC_F8664D03003D,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0596,CA0596,SDX010,SFC_57C35DC0B570,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0597,CA0597,SDX010,SFC_57C35DC0B570,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0598,CA0598,SDX010,SFC_57C35DC0B570,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0599,CA0599,SDX010,SFC_AD93A15A2199,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0600,CA0600,SDX010,SFC_AD93A15A2199,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0601,CA0601,SDX010,SFC_AD93A15A2199,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0602,CA0602,SDX010,SFC_B9F3779B4230,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0603,CA0603,SDX010,SFC_B9F3779B4230,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0604,CA0604,SDX010,SFC_B9F3779B4230,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0605,CA0605,SDX010,SFC_02B9E44B3DAE,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0606,CA0606,SDX010,SFC_02B9E44B3DAE,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0607,CA0607,SDX010,SFC_02B9E44B3DAE,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0608,CA0608,SDX007,SFC_82F5C36F39D2,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0609,CA0609,SDX007,SFC_82F5C36F39D2,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0610,CA0610,SDX007,SFC_82F5C36F39D2,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0611,CA0611,SDX007,SFC_FF44FFDB2AC3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0612,CA0612,SDX007,SFC_FF44FFDB2AC3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0613,CA0613,SDX007,SFC_FF44FFDB2AC3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0614,CA0614,SDX007,SFC_ACA747208E92,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0615,CA0615,SDX007,SFC_ACA747208E92,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0616,CA0616,SDX007,SFC_ACA747208E92,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
EXT_936D30510340,EXT_936D30510340,OPEN_CELLULOSE_ESTER,SFC_96F700A16BD8,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_A05461A4CCC6,EXT_A05461A4CCC6,OPEN_CELLULOSE_ESTER,SFC_96F700A16BD8,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_559D6064BED1,EXT_559D6064BED1,OPEN_CELLULOSE_ESTER,SFC_96F700A16BD8,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_14ACC371AD61,EXT_14ACC371AD61,OPEN_CELLULOSE_ESTER,SFC_A70448B898F8,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F0F5A1C2B409,EXT_F0F5A1C2B409,OPEN_CELLULOSE_ESTER,SFC_A70448B898F8,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_A61229BDED6F,EXT_A61229BDED6F,OPEN_CELLULOSE_ESTER,SFC_A70448B898F8,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_94AA6A446187,EXT_94AA6A446187,OPEN_CELLULOSE_ESTER,SFC_5C313003AB36,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_5EF19E47F632,EXT_5EF19E47F632,OPEN_CELLULOSE_ESTER,SFC_5C313003AB36,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_219685EEFF8F,EXT_219685EEFF8F,OPEN_CELLULOSE_ESTER,SFC_5C313003AB36,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_E11F4024C217,EXT_E11F4024C217,OPEN_CELLULOSE_ESTER,SFC_316C3D980026,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_080C51B10123,EXT_080C51B10123,OPEN_CELLULOSE_ESTER,SFC_316C3D980026,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_2280601FAB67,EXT_2280601FAB67,OPEN_CELLULOSE_ESTER,SFC_316C3D980026,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_49031F0CF1DA,EXT_49031F0CF1DA,OPEN_CROSS_MATERIAL_2026,SFC_6CC47C08CF64,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_A0FF3F05F460,EXT_A0FF3F05F460,OPEN_CROSS_MATERIAL_2026,SFC_FFEC58F1530E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_FEB4B983371B,EXT_FEB4B983371B,OPEN_CROSS_MATERIAL_2026,SFC_E543580D2581,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1435D4EE7D58,EXT_1435D4EE7D58,OPEN_CROSS_MATERIAL_2026,SFC_B031A7CFA524,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C5532BFE0392,EXT_C5532BFE0392,OPEN_CROSS_MATERIAL_2026,SFC_88AD8E0824C4,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_44B14E084099,EXT_44B14E084099,OPEN_CROSS_MATERIAL_2026,SFC_3C19B5C5940C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_969E7805FF23,EXT_969E7805FF23,OPEN_CROSS_MATERIAL_2026,SFC_EF22972A391D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_AF240CDD39AB,EXT_AF240CDD39AB,OPEN_CROSS_MATERIAL_2026,SFC_DFAA6FA9D311,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1AE336EF5B2E,EXT_1AE336EF5B2E,OPEN_CROSS_MATERIAL_2026,SFC_0E29DCF6B0F6,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_0D0567136BE4,EXT_0D0567136BE4,OPEN_CROSS_MATERIAL_2026,SFC_CCA852C05DD9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_02746EDBC523,EXT_02746EDBC523,OPEN_CROSS_MATERIAL_2026,SFC_B11F05311C95,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D2BDCF2B48E1,EXT_D2BDCF2B48E1,OPEN_CROSS_MATERIAL_2026,SFC_276FB2540C6B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_AD49AC8FC73F,EXT_AD49AC8FC73F,OPEN_CROSS_MATERIAL_2026,SFC_45F8C8F50DAD,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_03E658446E71,EXT_03E658446E71,OPEN_CROSS_MATERIAL_2026,SFC_CCA852C05DD9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_4192CE86DB7A,EXT_4192CE86DB7A,OPEN_CROSS_MATERIAL_2026,SFC_CCA852C05DD9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_CEE170F19AC5,EXT_CEE170F19AC5,OPEN_CROSS_MATERIAL_2026,SFC_C29649784C9E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
