record_id,split_group,analysis_split,model_use,include_in_training,allow_train,allow_validation,allow_tuning,allow_hyperparameter_search,allow_internal_test_eval,allow_balanced_holdout_eval,allow_external_eval,freeze_status,leakage_policy,source_group_id,duplicate_policy,solid_surface_energy_source_type,quality_grade,solid_family,solid_name,liquid_name,contact_angle_deg,reference_doi,source_type,record_sha256
CA0342,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose acetate hydroxybenzoate CA-HBz,water,92.3,10.1039/D2RA08165B,literature,e2985d75b833321b1076d293e1cb2215cadb67ff31e888f9b8658a8779323d35
CA0343,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose acetate hydroxybenzoate CA-HBz,diiodomethane,52.9,10.1039/D2RA08165B,literature,0baa0930e39fff7a4d8ba6f14f96072cf33eb5b3418965db666b0afbea773f41
CA0344,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose acetate hydroxybenzoate CA-HBz,formamide,65.5,10.1039/D2RA08165B,literature,fbd416f48d68632e42424276df3ec570d5ce2bad531397e89164b6e4cadfd3c9
CA0345,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose tri-laurate CTL,water,102.9,10.1039/D2RA08165B,literature,738e5be0a11c3f536b21bf7da3b3eb65bb3a441b07ab3478e9f1bd23ace489d8
CA0346,internal_pool,internal_test,fixed_internal_test,no,no,no,no,no,yes,no,no,frozen_v3.4,fixed_internal_test_no_tuning,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose tri-laurate CTL,diiodomethane,81.9,10.1039/D2RA08165B,literature,b15731635499c35bc82a7d5b6b36c2fb919c4b87983c944bf92812d678edfa20
CA0347,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose tri-laurate CTL,formamide,78.2,10.1039/D2RA08165B,literature,9ed5d4228572511c307600c4c4e6b25647457d664ab844778b83b4ebec96f86c
CA0348,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose laurate oleate dodecanoate CLTOD(a),water,97.4,10.1039/D2RA08165B,literature,3cc0b93dd993369fa26131ff3e5a485546d922e77c91931b7475e275318d3a05
CA0349,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose laurate oleate dodecanoate CLTOD(a),diiodomethane,65.5,10.1039/D2RA08165B,literature,540698311e007c400922e0103e88457e2d5a5d7b54a508443a9df61718a8de99
CA0350,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose laurate oleate dodecanoate CLTOD(a),formamide,68,10.1039/D2RA08165B,literature,9a86fc07cd15772bb8a2b755f9261e77574adaca427ec0bce3ba04bb6081f01c
CA0351,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose laurate oleate dodecanoate CLTOD(b),water,90.3,10.1039/D2RA08165B,literature,d6818f2b8b277dedb6db46f82ae7dfea78e134ec88e56cf29322e2428621dd29
CA0352,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose laurate oleate dodecanoate CLTOD(b),diiodomethane,69.1,10.1039/D2RA08165B,literature,7d377567a8b41e02b5830bec00faf856ea330815e6882b13eeab433ed15e4adb
CA0353,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose laurate oleate dodecanoate CLTOD(b),formamide,73.1,10.1039/D2RA08165B,literature,db19929dd01491c5159e4affd7d6f9818eea7c1bbb9e756eba5f9b76b6ed2886
CA0354,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Polyethersulfone PES membrane reference,water,81,10.1039/D2RA08165B,literature,1152580525fddf4418d00b41cf735e94304fd3e9aa0bc0cc27a905af475ec1f7
CA0355,internal_pool,internal_test,fixed_internal_test,no,no,no,no,no,yes,no,no,frozen_v3.4,fixed_internal_test_no_tuning,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Polyethersulfone PES membrane reference,diiodomethane,37.8,10.1039/D2RA08165B,literature,e02ba9e7f66e071d7b2ebe0eb0c4c003d74b3158a210bf35453630ea242d6ab4
CA0356,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Polyethersulfone PES membrane reference,formamide,54.4,10.1039/D2RA08165B,literature,79cc26dfc0890aa7918b4c1b754fe1f19814516f1dcc7fb2c86ad1c7b61fb174
CA0357,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose triacetate CTA(b) membrane reference,water,75.2,10.1039/D2RA08165B,literature,e2f239b74ba3bf50a0ae47afaa94f096fe7587aa1f55ee364c884126a2963b69
CA0358,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose triacetate CTA(b) membrane reference,diiodomethane,61.1,10.1039/D2RA08165B,literature,6c31adda11c7bb1c7c38fec1e6a590d43a80032f87a9e3505e5c5a5badee2c60
CA0359,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC014,unique_or_condition_distinct_keep,literature_reported,A_high,polymer,Cellulose triacetate CTA(b) membrane reference,formamide,49.5,10.1039/D2RA08165B,literature,6f4a0680628964bc81bd2d826b0bc16d3f0cc68925b7c4a8b7996c369c005676
CA0360,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti n-P before UV,water,89.2,10.3390/met12010080,literature,96116f4bb12dd950e39be3dc46f4d9f587189780a516bdbd74617c1ff26d564b
CA0361,balanced_holdout,balanced_holdout,balanced_holdout_same_source_possible,no,no,no,no,no,no,yes,no,frozen_v3.4,balanced_holdout_no_train_no_validation_no_tuning_no_hparam_source_overlap_possible,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti n-P before UV,formamide,68.8,10.3390/met12010080,literature,86d6834dad54e6b3e9c42f046de118439d03b24442280da080fa4a94ed8d49d1
CA0362,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti n-P before UV,diiodomethane,47.7,10.3390/met12010080,literature,041539d46a77c62b6a003fb1dbc46a63eb6aeb7d255fceccdb019df73268b657
CA0363,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti-NT-EG before UV,water,70.2,10.3390/met12010080,literature,2ac35d3081a0a5d61918634d01aa08c4f143cde5e8bb7569381b95cef5f8f46e
CA0364,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti-NT-EG before UV,formamide,51.2,10.3390/met12010080,literature,df3ff02961c0738808834709263a34953ae424e74a8d26a28bd4b826815ac447
CA0365,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti-NT-EG before UV,diiodomethane,15.5,10.3390/met12010080,literature,e8ad939c5bde617c96bed27eeb92f40ca851931db5b72aa70f53fdd7618c1e14
CA0366,internal_pool,internal_test,fixed_internal_test,no,no,no,no,no,yes,no,no,frozen_v3.4,fixed_internal_test_no_tuning,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti-NT-ChCl before UV,water,56,10.3390/met12010080,literature,beb0aaad806a9e4cfb2a3f9dfd74d9cf362becaace31ec2d737c64c83c42da88
CA0367,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti-NT-ChCl before UV,formamide,39.4,10.3390/met12010080,literature,3fb5ce588962011b76f3a3dd8cdbcc84e24d12ea694bfd07f4cf36b3ce81a3d1
CA0368,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti-NT-ChCl before UV,diiodomethane,10.7,10.3390/met12010080,literature,17e9994a0f0a0ea332c28758a079733d6f5db4d849770fb61a96b40b044054a7
CA0369,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti-NT-NH4F before UV,water,61.5,10.3390/met12010080,literature,392ceb201cdbe591a59da8a7b578d90774929a065e53d3fb0877d5b8e9301231
CA0370,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti-NT-NH4F before UV,formamide,45.9,10.3390/met12010080,literature,ee69baee4d7f163d1d0362e15927cd0ed73462959daf383cdf1ab18311ef3d6b
CA0371,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti-NT-NH4F before UV,diiodomethane,11.7,10.3390/met12010080,literature,54119ea0226160389d7302156fde1b35ab03beb873c12059ada70fc01068dfae
CA0372,balanced_holdout,balanced_holdout,balanced_holdout_same_source_possible,no,no,no,no,no,no,yes,no,frozen_v3.4,balanced_holdout_no_train_no_validation_no_tuning_no_hparam_source_overlap_possible,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,B_medium,oxide,Ti n-P after UV,water,0.1,10.3390/met12010080,literature,15ac2ec8b85ee25706d1d14b0158403d6c0455cc7fbc69bf3a1b9c3ebc5fc6a1
CA0373,balanced_holdout,balanced_holdout,balanced_holdout_same_source_possible,no,no,no,no,no,no,yes,no,frozen_v3.4,balanced_holdout_no_train_no_validation_no_tuning_no_hparam_source_overlap_possible,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,B_medium,oxide,Ti n-P after UV,formamide,0.1,10.3390/met12010080,literature,0a0ced755d8ff58b369dc6e2a401a922c4c0e66e44a97e19744758d81e14af1f
CA0374,balanced_holdout,balanced_holdout,balanced_holdout_same_source_possible,no,no,no,no,no,no,yes,no,frozen_v3.4,balanced_holdout_no_train_no_validation_no_tuning_no_hparam_source_overlap_possible,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti n-P after UV,diiodomethane,17.6,10.3390/met12010080,literature,1ccae312c70126e102a658174bff7ef7c4753c14c799b4a66919ecde2b6cf962
CA0375,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,B_medium,oxide,Ti-NT-EG after UV,water,0.1,10.3390/met12010080,literature,245d338f2f1c3488c27a707a56ae6a2e700bb6bc4336f03b4da226283c7f5b41
CA0376,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,B_medium,oxide,Ti-NT-EG after UV,formamide,0.1,10.3390/met12010080,literature,0231e74886d404a30a0d10017b6ef45ea00862ead63bd09d0018f7edc620ec89
CA0377,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti-NT-EG after UV,diiodomethane,23.1,10.3390/met12010080,literature,fdb94f095ce67c1083a8cb9629f94e184a196553e8bf60ecfeb817dd47194b23
CA0378,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,B_medium,oxide,Ti-NT-ChCl after UV,water,0.1,10.3390/met12010080,literature,3ae346d03610224586461e2e522c3907a3fdb394c4e09750078a9bde34ace5af
CA0379,balanced_holdout,balanced_holdout,balanced_holdout_same_source_possible,no,no,no,no,no,no,yes,no,frozen_v3.4,balanced_holdout_no_train_no_validation_no_tuning_no_hparam_source_overlap_possible,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,B_medium,oxide,Ti-NT-ChCl after UV,formamide,0.1,10.3390/met12010080,literature,4e019802c9dcccec04a3a06061b4cb0ea18e468e1e2863729c94cac2f6097ca2
CA0380,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti-NT-ChCl after UV,diiodomethane,19.3,10.3390/met12010080,literature,4a1a71a1baee878df4a2b06e38cf2c0bffdf7876738a114f2539cc731aea0f7d
CA0381,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,B_medium,oxide,Ti-NT-NH4F after UV,water,0.1,10.3390/met12010080,literature,854ddc9e0cf0c51ff10f8292c4e90a9e141bb9210374cc66a4b4c674999f9f52
CA0382,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,B_medium,oxide,Ti-NT-NH4F after UV,formamide,0.1,10.3390/met12010080,literature,77c3220c6eec25d88cb5a098a8e3bf6c99352cdc5c0dd2b7bd5c4cad27af810a
CA0383,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC020,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ti-NT-NH4F after UV,diiodomethane,22.5,10.3390/met12010080,literature,c7b59356f79f6dbd2d7179f9e5c40987d7459c93bc6933f7923f4d67e003b42a
CA0384,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,CeO2 ceramic,water,106,10.1038/NMAT3545,literature,dd0085b288ab6bc339e5a01755599fa240a61e95a9a926838f522463ad0ac8c0
CA0385,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,CeO2 ceramic,ethylene glycol,79,10.1038/NMAT3545,literature,f9b1d405531667ddd86bfa2958716242b14d67f5c7c4e2cca2a4e4dc7f628fd5
CA0386,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,CeO2 ceramic,diiodomethane,63,10.1038/NMAT3545,literature,0d5f2e7d9e86d4f7be0bb94898f0d28df7dbe9d72f26d2e5ebd38f149d5cb3fb
CA0387,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Pr6O11 ceramic,water,104,10.1038/NMAT3545,literature,b44b533343b76a0953f47d0feee848e84acdf4030c03c5a50ac2da41564c3479
CA0388,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Pr6O11 ceramic,ethylene glycol,77,10.1038/NMAT3545,literature,0f1f058d9abb6fba7433790d928b742be8a102e4382b500cbdd4f790fa59baa8
CA0389,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Pr6O11 ceramic,diiodomethane,64,10.1038/NMAT3545,literature,64a86441e4e72e043056c8dd7f5e4ae176a03c1d84837d137d412cdc4f9ccb6c
CA0390,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Nd2O3 ceramic,water,105,10.1038/NMAT3545,literature,c979f1b98a8b2263f14bd21e8a8dbb3d5a95f4c0ffda0b093462543a8ad36f36
CA0391,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Nd2O3 ceramic,ethylene glycol,79,10.1038/NMAT3545,literature,b2c13f49a3dfe42ed30376254d5dadfad14cb501ea7c8bbe808402a9b1bce890
CA0392,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Nd2O3 ceramic,diiodomethane,64,10.1038/NMAT3545,literature,c76901102853ca9b1b714fef18fe28eee8639434ff068e9461bbd5d33bb83e2b
CA0393,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Sm2O3 ceramic,water,107,10.1038/NMAT3545,literature,6d08d9a003a010ebc9598d0ddab56f5dbe5e9cc6c7aac6ee8f27756f9e1efdd9
CA0394,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Sm2O3 ceramic,ethylene glycol,76,10.1038/NMAT3545,literature,3896f70fc42a32da7dcf6326bfa4e68b0a706280d2f927d0aa80d1261afe8906
CA0395,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Sm2O3 ceramic,diiodomethane,63,10.1038/NMAT3545,literature,51c5521ec608085c431af5b1e5b0de2c51ef74252c37232a1f18b74e89d5988e
CA0396,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Eu2O3 ceramic,water,111,10.1038/NMAT3545,literature,f11c220cc813178d05ec489fec24a78ae741cea2f51ae3a38ff8e8233a145549
CA0397,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Eu2O3 ceramic,ethylene glycol,76,10.1038/NMAT3545,literature,85786a33387efe5faa4ab9f88948b21ec5d106c14781a85d6f725a10155c6696
CA0398,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Eu2O3 ceramic,diiodomethane,62,10.1038/NMAT3545,literature,f8093f635c1e85960afacc4a37692430971e02199566ae72945f0d517712e58e
CA0399,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Gd2O3 ceramic,water,112,10.1038/NMAT3545,literature,daa2f22520662d62e0ed6359d9a9e8e9f402c8c6c4e051cb314c740f7564abcb
CA0400,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Gd2O3 ceramic,ethylene glycol,83,10.1038/NMAT3545,literature,0b050758c50a9cd55ecf3e54eea6bb38a097aa5174e1b8a52e50f0ce91e0475d
CA0401,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Gd2O3 ceramic,diiodomethane,65,10.1038/NMAT3545,literature,ccae1a125493c157e1cb2f88ba0f60949154b6debe880ec870efbd500fb08bc7
CA0402,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Tb4O7 ceramic,water,111,10.1038/NMAT3545,literature,02957b31574670c9d4f78cb64e29648adba7bc9bd88df71f7ca19aeeef68f935
CA0403,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Tb4O7 ceramic,ethylene glycol,82,10.1038/NMAT3545,literature,f7d164f839f1892c6b24829cd83f622d76d84c977cbbf374bc296a40d959c914
CA0404,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Tb4O7 ceramic,diiodomethane,65,10.1038/NMAT3545,literature,53bfc428474b4e42a58f090927ae3708c87761e0464c4b90bee715836bbdfe77
CA0405,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Dy2O3 ceramic,water,108,10.1038/NMAT3545,literature,4d14e0cab829329b68de8060541901e07c5f7deae16f2a5077f5198d59657d4e
CA0406,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Dy2O3 ceramic,ethylene glycol,84,10.1038/NMAT3545,literature,d48ba6f0e1298e72245e95f568b6e0cf16fef744b678d18a590ee7087ca0ef81
CA0407,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Dy2O3 ceramic,diiodomethane,67,10.1038/NMAT3545,literature,8faa01e000b332e20b3e72c68da3321d420ba56b1b048678c5a0066a6f26bb66
CA0408,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ho2O3 ceramic,water,109,10.1038/NMAT3545,literature,696eb94ab905be60ba24653850c54b046af9edf42ef9e931ee4456ee949e5382
CA0409,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ho2O3 ceramic,ethylene glycol,82,10.1038/NMAT3545,literature,9cbda25d6d48bf363c67149d4ce826562e21860beaf83849e3dfb999dd65bf77
CA0410,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Ho2O3 ceramic,diiodomethane,64,10.1038/NMAT3545,literature,3e609cb0e94f7ca0c6725a0a7d41118f28f7924fffa66cc5ec9c07a540ad6bca
CA0411,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC004,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,oxide,Er2O3 ceramic,water,107,10.1038/NMAT3545,literature,0eb9cb47719e9d305a44212b7c8fe12c9bf9b5d4a8d85ed807657f5d8421c828
