record_id,dataset_version,collection_status,source_type,reference_title,reference_authors,reference_year,reference_doi,reference_url,data_extraction_note,solid_name,solid_family,solid_substrate,surface_treatment,surface_treatment_detail,coating_or_layer,surface_state,roughness_Ra_nm,roughness_Rq_nm,roughness_r_factor,solid_total_surface_energy_mJ_m2,solid_dispersion_mJ_m2,solid_polar_mJ_m2,solid_LW_mJ_m2,solid_acid_plus_mJ_m2,solid_base_minus_mJ_m2,solid_surface_energy_source,solid_surface_energy_source_type,liquid_name,liquid_family,liquid_total_surface_tension_mN_m,liquid_dispersion_mN_m,liquid_polar_mN_m,liquid_LW_mN_m,liquid_acid_plus_mN_m,liquid_base_minus_mN_m,liquid_viscosity_mPa_s,liquid_dipole_moment_D,liquid_dielectric_constant,liquid_property_source,temperature_K,humidity_percent,pressure_atm,contact_angle_deg,contact_angle_type,measurement_method,droplet_volume_uL,replicates_n,contact_angle_std_deg,contact_angle_min_deg,contact_angle_max_deg,is_equilibrium_angle,sample_preparation_notes,quality_grade,include_in_training,split_group,duplicate_group_id,conflict_flag,curation_date,analysis_split,source_group_id,duplicate_policy
CA0400,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Gd2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Gd2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,27.43,27.37,0.06,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,83,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0401,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Gd2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Gd2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,27.43,27.37,0.06,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,65,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0402,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Tb4O7 ceramic,oxide,rare-earth oxide ceramic,sintering,Tb4O7 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,27.21,27.19,0.02,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,111,static,sessile_drop,,,4,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0403,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Tb4O7 ceramic,oxide,rare-earth oxide ceramic,sintering,Tb4O7 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,27.21,27.19,0.02,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,82,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0404,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Tb4O7 ceramic,oxide,rare-earth oxide ceramic,sintering,Tb4O7 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,27.21,27.19,0.02,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,65,static,sessile_drop,,,5,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0405,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Dy2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Dy2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,24.67,24.63,0.04,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,108,static,sessile_drop,,,4,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0406,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Dy2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Dy2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,24.67,24.63,0.04,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,84,static,sessile_drop,,,4,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0407,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Dy2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Dy2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,24.67,24.63,0.04,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,67,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0408,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Ho2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Ho2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,27.14,27.14,0,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,109,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0409,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Ho2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Ho2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,27.14,27.14,0,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,82,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0410,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Ho2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Ho2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,27.14,27.14,0,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,64,static,sessile_drop,,,2,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0411,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Er2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Er2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,27.1,27.09,0.01,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,107,static,sessile_drop,,,2,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0412,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Er2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Er2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,27.1,27.09,0.01,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,82,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0413,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Er2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Er2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,27.1,27.09,0.01,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,63,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0414,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Tm2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Tm2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,25.52,25.48,0.04,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,112,static,sessile_drop,,,4,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0415,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Tm2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Tm2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,25.52,25.48,0.04,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,87,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0416,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Tm2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Tm2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,25.52,25.48,0.04,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,67,static,sessile_drop,,,4,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0417,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Yb2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Yb2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,26.51,26.29,0.22,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,115,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0418,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Yb2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Yb2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,26.51,26.29,0.22,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,88,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0419,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Yb2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Yb2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,26.51,26.29,0.22,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,67,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0420,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Lu2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Lu2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,36.94,36.84,0.1,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,98,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0421,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Lu2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Lu2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,36.94,36.84,0.1,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,69,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0422,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Lu2O3 ceramic,oxide,rare-earth oxide ceramic,sintering,Lu2O3 ceramic; sintered rare-earth oxide ceramic,,ceramic,,,,36.94,36.84,0.1,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,45,static,sessile_drop,,,4,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0423,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",CeO2 sputtered on smooth Si,oxide,smooth silicon,coating,CeO2 sputtered on smooth Si; sputtered rare-earth oxide film on smooth silicon,CeO2 sputtered on smooth Si,smooth,,,,28.1,28.09,0,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,109,static,sessile_drop,,,2,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0424,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",CeO2 sputtered on smooth Si,oxide,smooth silicon,coating,CeO2 sputtered on smooth Si; sputtered rare-earth oxide film on smooth silicon,CeO2 sputtered on smooth Si,smooth,,,,28.1,28.09,0,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,80,static,sessile_drop,,,2,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0425,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",CeO2 sputtered on smooth Si,oxide,smooth silicon,coating,CeO2 sputtered on smooth Si; sputtered rare-earth oxide film on smooth silicon,CeO2 sputtered on smooth Si,smooth,,,,28.1,28.09,0,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,63,static,sessile_drop,,,2,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0426,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Er2O3 sputtered on smooth Si,oxide,smooth silicon,coating,Er2O3 sputtered on smooth Si; sputtered rare-earth oxide film on smooth silicon,Er2O3 sputtered on smooth Si,smooth,,,,27.01,27.01,0,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,110,static,sessile_drop,,,2,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0427,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Er2O3 sputtered on smooth Si,oxide,smooth silicon,coating,Er2O3 sputtered on smooth Si; sputtered rare-earth oxide film on smooth silicon,Er2O3 sputtered on smooth Si,smooth,,,,27.01,27.01,0,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,81,static,sessile_drop,,,2,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0428,v3.4,verified,literature,Hydrophobicity of rare-earth oxide ceramics,G. Azimi et al.,2013,10.1038/NMAT3545,https://doi.org/10.1038/NMAT3545,"Contact angle table values for water, ethylene glycol, and diiodomethane on rare-earth oxide ceramic surfaces; used as hard external holdout",Er2O3 sputtered on smooth Si,oxide,smooth silicon,coating,Er2O3 sputtered on smooth Si; sputtered rare-earth oxide film on smooth silicon,Er2O3 sputtered on smooth Si,smooth,,,,27.01,27.01,0,,,,calculated from water/ethylene glycol/diiodomethane contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,65,static,sessile_drop,,,3,,,unknown,rare-earth oxide high-angle ceramic/sputtered surface; reserved for hard external evaluation,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC004,unique_or_condition_distinct_keep
CA0429,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",Uncoated paper UP,cellulose,,untreated,Uncoated paper UP; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,rough,461.4,578.1,1.064,46.38,46.27,0.11,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,95.1,static,sessile_drop,,,1.8,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,no,internal_pool,,none,2026-05-18,internal_test,SRC016,unique_or_condition_distinct_keep
