measurement_id,record_id,source_group_id,surface_group_id,legacy_analysis_split,v4_split,applsci_split,allow_training,allow_tuning,allow_evaluation,freeze_status
EXT_D5FF9F67F45C,EXT_D5FF9F67F45C,OPEN_POLYMER_SURFACES_2023,SFC_1D7210C10C8C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C9A4F8CA797A,EXT_C9A4F8CA797A,OPEN_POLYMER_SURFACES_2023,SFC_1D7210C10C8C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_BC643C3D7862,EXT_BC643C3D7862,OPEN_POLYMER_SURFACES_2023,SFC_1D7210C10C8C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F80C8FA1754C,EXT_F80C8FA1754C,OPEN_POLYMER_SURFACES_2023,SFC_ECD42A787C67,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_686D150BDAAF,EXT_686D150BDAAF,OPEN_POLYMER_SURFACES_2023,SFC_ECD42A787C67,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_3D82C848D389,EXT_3D82C848D389,OPEN_POLYMER_SURFACES_2023,SFC_ECD42A787C67,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C03E4F87416F,EXT_C03E4F87416F,OPEN_POLYMER_SURFACES_2023,SFC_5648457375F3,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_B4AB0610DC8D,EXT_B4AB0610DC8D,OPEN_POLYMER_SURFACES_2023,SFC_5648457375F3,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8EC71DE1D3C8,EXT_8EC71DE1D3C8,OPEN_POLYMER_SURFACES_2023,SFC_5648457375F3,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D8FBAAD59B4B,EXT_D8FBAAD59B4B,OPEN_POLYMER_SURFACES_2023,SFC_4CBC1B4A127C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1DC596480B9E,EXT_1DC596480B9E,OPEN_POLYMER_SURFACES_2023,SFC_4CBC1B4A127C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_A3F4030D6CB1,EXT_A3F4030D6CB1,OPEN_POLYMER_SURFACES_2023,SFC_4CBC1B4A127C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_31D988D57B38,EXT_31D988D57B38,OPEN_POLYMER_SURFACES_2023,SFC_4BD23D0F3546,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_CA5F8E2A53C2,EXT_CA5F8E2A53C2,OPEN_POLYMER_SURFACES_2023,SFC_4BD23D0F3546,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C03F819C4B66,EXT_C03F819C4B66,OPEN_POLYMER_SURFACES_2023,SFC_4BD23D0F3546,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_FD5F6987DAB6,EXT_FD5F6987DAB6,OPEN_POLYMER_SURFACES_2023,SFC_A65652A71181,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_4BF4B6EE2A48,EXT_4BF4B6EE2A48,OPEN_POLYMER_SURFACES_2023,SFC_A65652A71181,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_63529BCBF35A,EXT_63529BCBF35A,OPEN_POLYMER_SURFACES_2023,SFC_A65652A71181,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_9FD20D27EB85,EXT_9FD20D27EB85,OPEN_POLYMER_SURFACES_2023,SFC_D9EFE53A22B1,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_B9EFF76773A7,EXT_B9EFF76773A7,OPEN_POLYMER_SURFACES_2023,SFC_D9EFE53A22B1,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_525C8E3D6CD6,EXT_525C8E3D6CD6,OPEN_POLYMER_SURFACES_2023,SFC_D9EFE53A22B1,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_61408262103D,EXT_61408262103D,OPEN_POLYMER_SURFACES_2023,SFC_6353761F5CC5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_6A1E54C20CCE,EXT_6A1E54C20CCE,OPEN_POLYMER_SURFACES_2023,SFC_6353761F5CC5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_981E9EC8865E,EXT_981E9EC8865E,OPEN_POLYMER_SURFACES_2023,SFC_6353761F5CC5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8A8E3AAF6896,EXT_8A8E3AAF6896,OPEN_POLYMER_SURFACES_2023,SFC_A66B59B95A03,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_80357B8C920D,EXT_80357B8C920D,OPEN_POLYMER_SURFACES_2023,SFC_A66B59B95A03,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C6419C1CBA62,EXT_C6419C1CBA62,OPEN_POLYMER_SURFACES_2023,SFC_A66B59B95A03,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_7720DE638AE3,EXT_7720DE638AE3,OPEN_POLYMER_SURFACES_2023,SFC_62075C90581B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8E3054DE5097,EXT_8E3054DE5097,OPEN_POLYMER_SURFACES_2023,SFC_62075C90581B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_BC1C15EECE17,EXT_BC1C15EECE17,OPEN_POLYMER_SURFACES_2023,SFC_62075C90581B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_49AD89E9F838,EXT_49AD89E9F838,OPEN_POLYMER_SURFACES_2023,SFC_36EF2E368C84,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_650589542FBB,EXT_650589542FBB,OPEN_POLYMER_SURFACES_2023,SFC_36EF2E368C84,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C92CA45A6370,EXT_C92CA45A6370,OPEN_POLYMER_SURFACES_2023,SFC_36EF2E368C84,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C52AF747E8BF,EXT_C52AF747E8BF,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_70D1A1076BBD,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1366AD9E4A11,EXT_1366AD9E4A11,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_70D1A1076BBD,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_B099AADD9565,EXT_B099AADD9565,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_70D1A1076BBD,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_FA599DFEA153,EXT_FA599DFEA153,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_B23DE8940451,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_77B7B95A656C,EXT_77B7B95A656C,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_B23DE8940451,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_5AF9983FF446,EXT_5AF9983FF446,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_B23DE8940451,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_B067D03F4F2E,EXT_B067D03F4F2E,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_C90D1535E78D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1B40295A791F,EXT_1B40295A791F,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_C90D1535E78D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_3B5D655ADA7C,EXT_3B5D655ADA7C,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_C90D1535E78D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_2E5AD1B19DD9,EXT_2E5AD1B19DD9,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F92838A9E6A2,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_9E923F72BEB3,EXT_9E923F72BEB3,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F92838A9E6A2,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_88A27790C2BD,EXT_88A27790C2BD,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F92838A9E6A2,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_4DA44BDBC109,EXT_4DA44BDBC109,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F8CAAE03FE56,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_AB64302191E1,EXT_AB64302191E1,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F8CAAE03FE56,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_90EB026C806A,EXT_90EB026C806A,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F8CAAE03FE56,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1D5570A27934,EXT_1D5570A27934,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_96459A5711ED,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C2CBB107CCEB,EXT_C2CBB107CCEB,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_96459A5711ED,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_608AC2D3D381,EXT_608AC2D3D381,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_96459A5711ED,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_0AE552940B30,EXT_0AE552940B30,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_DE9D8D16E40F,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_3549187670B3,EXT_3549187670B3,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_DE9D8D16E40F,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_925A4AF449D5,EXT_925A4AF449D5,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_DE9D8D16E40F,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_AF4963616E76,EXT_AF4963616E76,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_A7A6BDD5941D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_74D717509DFB,EXT_74D717509DFB,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_A7A6BDD5941D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_6E149AD2F9BC,EXT_6E149AD2F9BC,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_A7A6BDD5941D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_A77898F3791B,EXT_A77898F3791B,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_AEE4770633F2,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_2B7215CA739E,EXT_2B7215CA739E,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_AEE4770633F2,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_6A76549F5884,EXT_6A76549F5884,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_AEE4770633F2,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_14B3DFB49864,EXT_14B3DFB49864,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_E0770C382AAA,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_038669031712,EXT_038669031712,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_E0770C382AAA,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_6181C20E4C23,EXT_6181C20E4C23,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_E0770C382AAA,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_72A5665216D0,EXT_72A5665216D0,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_D1ADE9B03D51,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_2BFE763DBE7F,EXT_2BFE763DBE7F,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_D1ADE9B03D51,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8D65AE043571,EXT_8D65AE043571,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_D1ADE9B03D51,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C6C3DE3E198C,EXT_C6C3DE3E198C,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F4A35D2DD4C5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_CB7F947E87F6,EXT_CB7F947E87F6,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F4A35D2DD4C5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_08747D17F0BD,EXT_08747D17F0BD,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F4A35D2DD4C5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8197A3621B99,EXT_8197A3621B99,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_B6F1BA3CA55E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_9C403EA34EBF,EXT_9C403EA34EBF,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_B6F1BA3CA55E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_0DF6420B4440,EXT_0DF6420B4440,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_B6F1BA3CA55E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_E6B7DB163BBF,EXT_E6B7DB163BBF,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_ADC096AE0D75,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_CE643B4A3F85,EXT_CE643B4A3F85,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_ADC096AE0D75,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_FE000B13E4CD,EXT_FE000B13E4CD,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_ADC096AE0D75,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_80DEF70D19C2,EXT_80DEF70D19C2,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_7E09C519A040,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_9AB928688B6A,EXT_9AB928688B6A,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_7E09C519A040,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_5361E028DB1F,EXT_5361E028DB1F,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_7E09C519A040,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_3C536EB8B2E0,EXT_3C536EB8B2E0,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_FE1BCA204FFA,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_E53A49812943,EXT_E53A49812943,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_FE1BCA204FFA,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_EE607E307472,EXT_EE607E307472,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_FE1BCA204FFA,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_618188348392,EXT_618188348392,OPEN_PLA_FILMS_2021,SFC_01B9AA1C0B74,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_069D7AE7FCAD,EXT_069D7AE7FCAD,OPEN_PLA_FILMS_2021,SFC_B1D8AACA85B5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8935C7528E56,EXT_8935C7528E56,OPEN_PLA_FILMS_2021,SFC_662849118DF0,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C98B044A6F7F,EXT_C98B044A6F7F,OPEN_PLA_FILMS_2021,SFC_29A9F5906DC4,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_4299E75704B2,EXT_4299E75704B2,OPEN_PLA_FILMS_2021,SFC_01B9AA1C0B74,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C0A69AE67463,EXT_C0A69AE67463,OPEN_PLA_FILMS_2021,SFC_B1D8AACA85B5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_59A1C74C7C24,EXT_59A1C74C7C24,OPEN_PLA_FILMS_2021,SFC_662849118DF0,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_28942280B8C6,EXT_28942280B8C6,OPEN_PLA_FILMS_2021,SFC_29A9F5906DC4,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_264C8AB42663,EXT_264C8AB42663,OPEN_PLA_FILMS_2021,SFC_01B9AA1C0B74,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_0C90915034B7,EXT_0C90915034B7,OPEN_PLA_FILMS_2021,SFC_B1D8AACA85B5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_197AF6112F5C,EXT_197AF6112F5C,OPEN_PLA_FILMS_2021,SFC_662849118DF0,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F7284554E363,EXT_F7284554E363,OPEN_PLA_FILMS_2021,SFC_29A9F5906DC4,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_832E508A7F45,EXT_832E508A7F45,OPEN_PLA_FILMS_2021,SFC_4640D599C795,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_263F0D060209,EXT_263F0D060209,OPEN_PLA_FILMS_2021,SFC_869B011AB104,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_4511C3A71669,EXT_4511C3A71669,OPEN_PLA_FILMS_2021,SFC_52F0F5BD3D6C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8BBA4B544E54,EXT_8BBA4B544E54,OPEN_PLA_FILMS_2021,SFC_8864A171D8DB,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_2EB8A593D55E,EXT_2EB8A593D55E,OPEN_PLA_FILMS_2021,SFC_4640D599C795,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_A9A71A63993D,EXT_A9A71A63993D,OPEN_PLA_FILMS_2021,SFC_869B011AB104,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_B078FBEC9CEC,EXT_B078FBEC9CEC,OPEN_PLA_FILMS_2021,SFC_52F0F5BD3D6C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_57487A07628B,EXT_57487A07628B,OPEN_PLA_FILMS_2021,SFC_8864A171D8DB,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_45CE8585FF60,EXT_45CE8585FF60,OPEN_PLA_FILMS_2021,SFC_4640D599C795,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_B488569FF3A6,EXT_B488569FF3A6,OPEN_PLA_FILMS_2021,SFC_869B011AB104,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_489544822E64,EXT_489544822E64,OPEN_PLA_FILMS_2021,SFC_52F0F5BD3D6C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_5C43DD51F487,EXT_5C43DD51F487,OPEN_PLA_FILMS_2021,SFC_8864A171D8DB,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_0780FA855EA7,EXT_0780FA855EA7,OPEN_PLA_FILMS_2021,SFC_CA0DF2A414ED,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F2DE1724D72F,EXT_F2DE1724D72F,OPEN_PLA_FILMS_2021,SFC_0FBA62725BE6,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_5763DE0B39DD,EXT_5763DE0B39DD,OPEN_PLA_FILMS_2021,SFC_84FF6543987A,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_62C7119859BF,EXT_62C7119859BF,OPEN_PLA_FILMS_2021,SFC_91B74A694C1A,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_874FDB205BEC,EXT_874FDB205BEC,OPEN_PLA_FILMS_2021,SFC_CA0DF2A414ED,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1974721ED722,EXT_1974721ED722,OPEN_PLA_FILMS_2021,SFC_0FBA62725BE6,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_28B169088998,EXT_28B169088998,OPEN_PLA_FILMS_2021,SFC_84FF6543987A,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C0610F416EF7,EXT_C0610F416EF7,OPEN_PLA_FILMS_2021,SFC_91B74A694C1A,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_A399484607B3,EXT_A399484607B3,OPEN_PLA_FILMS_2021,SFC_CA0DF2A414ED,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_0325D9C2E6F8,EXT_0325D9C2E6F8,OPEN_PLA_FILMS_2021,SFC_0FBA62725BE6,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_2D1C9CE8FE08,EXT_2D1C9CE8FE08,OPEN_PLA_FILMS_2021,SFC_84FF6543987A,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_CFE40CFC3BA1,EXT_CFE40CFC3BA1,OPEN_PLA_FILMS_2021,SFC_91B74A694C1A,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_20E924898243,EXT_20E924898243,OPEN_PLA_FILMS_2021,SFC_46B777D53533,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D5A2B07B71FE,EXT_D5A2B07B71FE,OPEN_PLA_FILMS_2021,SFC_2171EA47DB00,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_FCDB7AFFCD9B,EXT_FCDB7AFFCD9B,OPEN_PLA_FILMS_2021,SFC_C73C8C6483E4,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F0D8FCD36A83,EXT_F0D8FCD36A83,OPEN_PLA_FILMS_2021,SFC_B93E7618C45A,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DA1010942764,EXT_DA1010942764,OPEN_PLA_FILMS_2021,SFC_46B777D53533,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_57AAA740DBD8,EXT_57AAA740DBD8,OPEN_PLA_FILMS_2021,SFC_2171EA47DB00,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_6FAB73084CB3,EXT_6FAB73084CB3,OPEN_PLA_FILMS_2021,SFC_C73C8C6483E4,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_793B32E71A38,EXT_793B32E71A38,OPEN_PLA_FILMS_2021,SFC_B93E7618C45A,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_BB5D89275AD2,EXT_BB5D89275AD2,OPEN_PLA_FILMS_2021,SFC_46B777D53533,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_E8E1679EDB31,EXT_E8E1679EDB31,OPEN_PLA_FILMS_2021,SFC_2171EA47DB00,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_882D286A650A,EXT_882D286A650A,OPEN_PLA_FILMS_2021,SFC_C73C8C6483E4,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_E31EC66D808C,EXT_E31EC66D808C,OPEN_PLA_FILMS_2021,SFC_B93E7618C45A,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_0C2F137C0768,EXT_0C2F137C0768,OPEN_CARBON_GLYCAN_2016,SFC_DDCE904A2E37,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
