surface_group_id,source_group_id,solid_name,solid_family,solid_substrate,surface_treatment,surface_treatment_detail,coating_or_layer,surface_state,roughness_Ra_nm,roughness_Rq_nm,roughness_r_factor,sample_preparation_notes
SFC_B93E7618C45A,OPEN_PLA_FILMS_2021,PLA-T on Silicone,polymer_film,Silicone,PLA film cast from tetrahydrofuran,PLA film cast from tetrahydrofuran; source Table 1 condition PLA-T; film preparation and substrate are retained as separate fields.,,flat film,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_DDCE904A2E37,OPEN_CARBON_GLYCAN_2016,a-C,carbon_surface,carbon substrate,glycan functionalization condition,Surface label a-C from source Table 4; SFE is angle-derived and not used as an input.,,solid carbon surface,,,,Mean +/- SD extracted from the three static contact-angle columns; reported surface energy is not imported as independent SFE.
SFC_757E5A51849D,OPEN_CARBON_GLYCAN_2016,Glc-C,carbon_surface,carbon substrate,glycan functionalization condition,Surface label Glc-C from source Table 4; SFE is angle-derived and not used as an input.,,solid carbon surface,,,,Mean +/- SD extracted from the three static contact-angle columns; reported surface energy is not imported as independent SFE.
SFC_C1B0541D31DE,OPEN_CARBON_GLYCAN_2016,Gal-C,carbon_surface,carbon substrate,glycan functionalization condition,Surface label Gal-C from source Table 4; SFE is angle-derived and not used as an input.,,solid carbon surface,,,,Mean +/- SD extracted from the three static contact-angle columns; reported surface energy is not imported as independent SFE.
SFC_1CD855A0B4A5,OPEN_CARBON_GLYCAN_2016,Man-C,carbon_surface,carbon substrate,glycan functionalization condition,Surface label Man-C from source Table 4; SFE is angle-derived and not used as an input.,,solid carbon surface,,,,Mean +/- SD extracted from the three static contact-angle columns; reported surface energy is not imported as independent SFE.
SFC_9CBFB90624F8,OPEN_CARBON_GLYCAN_2016,Rha-C,carbon_surface,carbon substrate,glycan functionalization condition,Surface label Rha-C from source Table 4; SFE is angle-derived and not used as an input.,,solid carbon surface,,,,Mean +/- SD extracted from the three static contact-angle columns; reported surface energy is not imported as independent SFE.
SFC_73AE050E307F,OPEN_CARBON_GLYCAN_2016,Lac-C,carbon_surface,carbon substrate,glycan functionalization condition,Surface label Lac-C from source Table 4; SFE is angle-derived and not used as an input.,,solid carbon surface,,,,Mean +/- SD extracted from the three static contact-angle columns; reported surface energy is not imported as independent SFE.
SFC_4AD1E95A7848,OPEN_FACEMASK_2023,facemask_A,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species A; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_2C8D133FAE44,OPEN_FACEMASK_2023,facemask_B,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species B; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_61C86B62E941,OPEN_FACEMASK_2023,facemask_C,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species C; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_5D5B39751D66,OPEN_FACEMASK_2023,facemask_D,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species D; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_52742E4E2FF2,OPEN_FACEMASK_2023,facemask_E,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species E; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_98A58E5AB649,OPEN_FACEMASK_2023,facemask_F,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species F; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_804C47F28DD6,OPEN_FACEMASK_2023,facemask_G,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species G; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_26BB55DBD67D,OPEN_CHITOSAN_GELATIN_2022,CS-Gel,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
SFC_D400AC079E9D,OPEN_CHITOSAN_GELATIN_2022,CS-Gel-5%DAMC,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel-5%DAMC; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
SFC_F1718B0B4710,OPEN_CHITOSAN_GELATIN_2022,CS-Gel-10%DAMC,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel-10%DAMC; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
SFC_C768409105A9,OPEN_CHITOSAN_GELATIN_2022,CS-Gel-15%DAMC,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel-15%DAMC; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
SFC_21C07DE8FEA5,OPEN_CHITOSAN_GELATIN_2022,CS-Gel-5%DNCL,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel-5%DNCL; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
SFC_4988FD117978,OPEN_CHITOSAN_GELATIN_2022,CS-Gel-10%DNCL,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel-10%DNCL; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
SFC_728D367B9FEB,OPEN_CHITOSAN_GELATIN_2022,CS-Gel-15%DNCL,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel-15%DNCL; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
SFC_96D86F3732DF,SRC001,As-prepared diamond powder,other,,untreated/as prepared,untreated/as prepared,,powder manually packed into a glass tube; particles shaken during treatment,,,,"Table 2, row 'As-prepared diamond powder', liquid column '1-bromonaphthalene'; keep_primary_table_value"
SFC_7988EDE2E950,SRC001,UV-illuminated diamond powder,other,,Hg-Xe UV illumination for approximately 5 min,Hg-Xe UV illumination for approximately 5 min,,powder manually packed into a glass tube; particles shaken during treatment,,,,"Table 2, row 'UV-illuminated diamond powder', liquid column '1-bromonaphthalene'; keep_primary_table_value"
SFC_A3534C38D4B9,SRC001,E-beam-irradiated diamond powder,other,,"300 eV electron irradiation, 360 uC/cm2, 1e-7 Torr, room temperature","300 eV electron irradiation, 360 uC/cm2, 1e-7 Torr, room temperature",,powder manually packed into a glass tube; particles shaken during treatment,,,,"Table 2, row 'E-beam-irradiated diamond powder', liquid column '1-bromonaphthalene'; keep_primary_table_value"
SFC_D5092F34D983,SRC001,As-prepared ZnO nanomaterial,other,,untreated/as prepared,untreated/as prepared,,powder manually packed into a glass tube; particles shaken during treatment,,,,"Table 3, row 'As-prepared ZnO nanomaterial', liquid column '1-bromonaphthalene'; keep_primary_table_value"
SFC_7C5DE420C3BC,SRC001,UV-illuminated ZnO nanomaterial,other,,Hg-Xe UV illumination for approximately 5 min,Hg-Xe UV illumination for approximately 5 min,,powder manually packed into a glass tube; particles shaken during treatment,,,,"Table 3, row 'UV-illuminated ZnO nanomaterial', liquid column '1-bromonaphthalene'; keep_primary_table_value"
SFC_CB09228EB13A,SRC001,E-beam-irradiated ZnO nanomaterial,other,,"300 eV electron irradiation, 360 uC/cm2, 1e-7 Torr, room temperature","300 eV electron irradiation, 360 uC/cm2, 1e-7 Torr, room temperature",,powder manually packed into a glass tube; particles shaken during treatment,,,,"Table 3, row 'E-beam-irradiated ZnO nanomaterial', liquid column '1-bromonaphthalene'; keep_primary_table_value"
SFC_D6FC0757F82D,SRC004,Sintered CeO2,other,,sintered pellet; mirror polished to 0.03 um before measurement,sintered pellet; mirror polished to 0.03 um before measurement,,polished sintered ceramic; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Sintered CeO2', water theta_adv column; keep_primary_supplementary_table_value"
SFC_B3A450C96FFB,SRC004,Sintered Pr6O11,other,,sintered pellet; mirror polished to 0.03 um before measurement,sintered pellet; mirror polished to 0.03 um before measurement,,polished sintered ceramic; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Sintered Pr6O11', water theta_adv column; keep_primary_supplementary_table_value"
SFC_DE76E6500249,SRC004,Sintered Nd2O3,other,,sintered pellet; mirror polished to 0.03 um before measurement,sintered pellet; mirror polished to 0.03 um before measurement,,polished sintered ceramic; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Sintered Nd2O3', water theta_adv column; keep_primary_supplementary_table_value"
SFC_30582CAA2D88,SRC004,Sintered Sm2O3,other,,sintered pellet; mirror polished to 0.03 um before measurement,sintered pellet; mirror polished to 0.03 um before measurement,,polished sintered ceramic; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Sintered Sm2O3', water theta_adv column; keep_primary_supplementary_table_value"
SFC_6B2C1FFAAC51,SRC004,Sintered Eu2O3,other,,sintered pellet; mirror polished to 0.03 um before measurement,sintered pellet; mirror polished to 0.03 um before measurement,,polished sintered ceramic; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Sintered Eu2O3', water theta_adv column; keep_primary_supplementary_table_value"
SFC_048F8DA4C434,SRC004,Sintered Gd2O3,other,,sintered pellet; mirror polished to 0.03 um before measurement,sintered pellet; mirror polished to 0.03 um before measurement,,polished sintered ceramic; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Sintered Gd2O3', water theta_adv column; keep_primary_supplementary_table_value"
SFC_97C64E1FE93A,SRC004,Sintered Tb7O12,other,,sintered pellet; mirror polished to 0.03 um before measurement,sintered pellet; mirror polished to 0.03 um before measurement,,polished sintered ceramic; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Sintered Tb7O12', water theta_adv column; keep_primary_supplementary_table_value"
SFC_B14CBA5EEC9C,SRC004,Sintered Dy2O3,other,,sintered pellet; mirror polished to 0.03 um before measurement,sintered pellet; mirror polished to 0.03 um before measurement,,polished sintered ceramic; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Sintered Dy2O3', water theta_adv column; keep_primary_supplementary_table_value"
SFC_EE6E9B0961BD,SRC004,Sintered Ho2O3,other,,sintered pellet; mirror polished to 0.03 um before measurement,sintered pellet; mirror polished to 0.03 um before measurement,,polished sintered ceramic; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Sintered Ho2O3', water theta_adv column; keep_primary_supplementary_table_value"
SFC_3EDFEEF1E888,SRC004,Sintered Er2O3,other,,sintered pellet; mirror polished to 0.03 um before measurement,sintered pellet; mirror polished to 0.03 um before measurement,,polished sintered ceramic; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Sintered Er2O3', water theta_adv column; keep_primary_supplementary_table_value"
SFC_5AF649ABE598,SRC004,Sintered Tm2O3,other,,sintered pellet; mirror polished to 0.03 um before measurement,sintered pellet; mirror polished to 0.03 um before measurement,,polished sintered ceramic; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Sintered Tm2O3', water theta_adv column; keep_primary_supplementary_table_value"
SFC_49824CF36E40,SRC004,Sintered Yb2O3,other,,sintered pellet; mirror polished to 0.03 um before measurement,sintered pellet; mirror polished to 0.03 um before measurement,,polished sintered ceramic; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Sintered Yb2O3', water theta_adv column; keep_primary_supplementary_table_value"
SFC_5AED3C744401,SRC004,Sintered Lu2O3,other,,sintered pellet; mirror polished to 0.03 um before measurement,sintered pellet; mirror polished to 0.03 um before measurement,,polished sintered ceramic; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Sintered Lu2O3', water theta_adv column; keep_primary_supplementary_table_value"
SFC_F08CE41D3B56,SRC004,CeO2 sputtered on smooth silicon,inorganic,,rare-earth oxide sputtered on smooth silicon,rare-earth oxide sputtered on smooth silicon,,smooth silicon-supported film; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'CeO2 sputtered on smooth silicon', water theta_adv column; keep_primary_supplementary_table_value"
SFC_D31ACCAB15C3,SRC004,Er2O3 sputtered on smooth silicon,inorganic,,rare-earth oxide sputtered on smooth silicon,rare-earth oxide sputtered on smooth silicon,,smooth silicon-supported film; cleaned and vacuum-desiccated,,,,"Supplementary Table S2, row 'Er2O3 sputtered on smooth silicon', water theta_adv column; keep_primary_supplementary_table_value"
SFC_EC8F580B7830,SRC012,Flat fluorinated ITO glass,inorganic,,flat fluorinated reference surface,flat fluorinated reference surface,,flat reference surface measured in air,,,,"Main-text Table 1, row 'diiodomethane', flat surface CA column; keep_primary_main_table_value"
SFC_DD6EFD722DF2,SRC012,Porous superhydrophobic silica-coated ITO glass (PEDOT EC 47.7 mC/cm2),inorganic,,PEDOT template electrodeposited at 47.7 mC/cm2; TEOS CVD 30 h; calcined at 500 C for 2 h; POTS CVD 12 h,PEDOT template electrodeposited at 47.7 mC/cm2; TEOS CVD 30 h; calcined at 500 C for 2 h; POTS CVD 12 h,,porous Cassie-state coating measured in air,,,,"Main-text Table 1, row 'diiodomethane', coated surface CA column; keep_primary_main_table_value"
SFC_27CC011F7F38,SRC014,CTA(a),cellulosic,,"acetyl substitution, DS 3.0","acetyl substitution, DS 3.0",,dried polymer film on glass; measured at 20 C,,,,"Table 2, row 'CTA(a)', formamide average/SD/n columns; keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER"
SFC_5CF465520919,SRC014,CTP,cellulosic,,"propionyl substitution, DS 2.9","propionyl substitution, DS 2.9",,dried polymer film on glass; measured at 20 C,,,,"Table 2, row 'CTP', formamide average/SD/n columns; keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER"
SFC_57CAC88FEA44,SRC014,CTB,cellulosic,,"butyryl substitution, DS 3.1","butyryl substitution, DS 3.1",,dried polymer film on glass; measured at 20 C,,,,"Table 2, row 'CTB', formamide average/SD/n columns; keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER"
SFC_5A3C9776191D,SRC014,CTV,cellulosic,,"valeryl substitution, DS 3.1","valeryl substitution, DS 3.1",,dried polymer film on glass; measured at 20 C,,,,"Table 2, row 'CTV', formamide average/SD/n columns; keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER"
SFC_B6F0FD6B29BC,SRC014,CTL,cellulosic,,"lauroyl substitution, DS 3.0","lauroyl substitution, DS 3.0",,dried polymer film on glass; measured at 20 C,,,,"Table 7, row 'CTL', formamide average/SD/n columns; keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER"
SFC_6CB60F9F2B48,SRC014,CLTOD(a),cellulosic,,lauroyl DS 1.7 and trioxadecanoyl DS 1.3,lauroyl DS 1.7 and trioxadecanoyl DS 1.3,,dried polymer film on glass; measured at 20 C,,,,"Table 7, row 'CLTOD(a)', formamide average/SD/n columns; keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER"
SFC_1C9D06C5B008,SRC014,CLTOD(b),cellulosic,,lauroyl DS 1.1 and trioxadecanoyl DS 1.9,lauroyl DS 1.1 and trioxadecanoyl DS 1.9,,dried polymer film on glass; measured at 20 C,,,,"Table 7, row 'CLTOD(b)', formamide average/SD/n columns; keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER"
SFC_4AABAF84DB2B,SRC014,PES,polymer,,PES dissolved in DMAC and dried at 100 C,PES dissolved in DMAC and dried at 100 C,,dried polymer film on glass; measured at 20 C,,,,"Table 7, row 'PES', formamide average/SD/n columns; keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER"
SFC_B6A2235DD98C,SRC014,CTA(b),cellulosic,,"acetyl substitution, DS 2.9","acetyl substitution, DS 2.9",,dried polymer film on glass; measured at 20 C,,,,"Table 7, row 'CTA(b)', formamide average/SD/n columns; keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER"
SFC_405F23DB01A4,SRC016,Latex 1 coated paper,cellulosic,,"reverse-gravure coated, IR dried, calendered at 70 bar/35 C, washed and IR cured","reverse-gravure coated, IR dried, calendered at 70 bar/35 C, washed and IR cured",,"ambient RH 15+/-5%, 24+/-1 C",,,,"Table 2, row 'Latex 1 coated paper', water theta_r column; keep_primary_roughness_corrected_table_value"
SFC_0F23A72E37B9,SRC016,Latex 2 coated paper,cellulosic,,"reverse-gravure coated, IR dried, calendered at 70 bar/35 C, washed and IR cured","reverse-gravure coated, IR dried, calendered at 70 bar/35 C, washed and IR cured",,"ambient RH 15+/-5%, 24+/-1 C",,,,"Table 2, row 'Latex 2 coated paper', water theta_r column; keep_primary_roughness_corrected_table_value"
SFC_A7196B14253F,SRC016,Kaolin coated paper,cellulosic,,"reverse-gravure coated, IR dried, calendered at 50 bar/70 C","reverse-gravure coated, IR dried, calendered at 50 bar/70 C",,"ambient RH 15+/-5%, 24+/-1 C",,,,"Table 2, row 'Kaolin coated paper', water theta_r column; keep_primary_roughness_corrected_table_value"
SFC_5B987F983A60,SRC016,PCC coated paper,cellulosic,,"reverse-gravure coated, IR dried, calendered at 50 bar/70 C","reverse-gravure coated, IR dried, calendered at 50 bar/70 C",,"ambient RH 15+/-5%, 24+/-1 C",,,,"Table 2, row 'PCC coated paper', water theta_r column; keep_primary_roughness_corrected_table_value"
SFC_21E5A9897F5F,SRC018,"fluorinated epoxy coating, micro:nano = 1:0",inorganic,,total SiO2 = 10 wt% of fluorinated epoxy; micro:nano SiO2 ratio 1:0; heated at 80 C for 5 min and cured at 120 C for 2 h,total SiO2 = 10 wt% of fluorinated epoxy; micro:nano SiO2 ratio 1:0; heated at 80 C for 5 min and cured at 120 C for 2 h,,as-prepared rough micro/nanostructured coating,,,,"Table 2, PDF page 8; measurement method in Section 2.4, PDF page 5; Direct Table 2 extraction. The abstract assigns the four FEP-S values to liquids in a conflicting order; Table 2 is retained as the row/column source. Main-analysis use remains conditional on the angle-type policy."
SFC_750CEF900F32,SRC018,"fluorinated epoxy coating, micro:nano = 2:1",inorganic,,total SiO2 = 10 wt% of fluorinated epoxy; micro:nano SiO2 ratio 2:1; heated at 80 C for 5 min and cured at 120 C for 2 h,total SiO2 = 10 wt% of fluorinated epoxy; micro:nano SiO2 ratio 2:1; heated at 80 C for 5 min and cured at 120 C for 2 h,,as-prepared rough micro/nanostructured coating,,,,"Table 2, PDF page 8; measurement method in Section 2.4, PDF page 5; Direct Table 2 extraction. The abstract assigns the four FEP-S values to liquids in a conflicting order; Table 2 is retained as the row/column source. Main-analysis use remains conditional on the angle-type policy."
SFC_7F45928FEC29,SRC018,"fluorinated epoxy coating, micro:nano = 1:1 (FEP-S)",inorganic,,total SiO2 = 10 wt% of fluorinated epoxy; micro:nano SiO2 ratio 1:1; heated at 80 C for 5 min and cured at 120 C for 2 h,total SiO2 = 10 wt% of fluorinated epoxy; micro:nano SiO2 ratio 1:1; heated at 80 C for 5 min and cured at 120 C for 2 h,,as-prepared rough micro/nanostructured coating,,,,"Table 2, PDF page 8; measurement method in Section 2.4, PDF page 5; Direct Table 2 extraction. The abstract assigns the four FEP-S values to liquids in a conflicting order; Table 2 is retained as the row/column source. Main-analysis use remains conditional on the angle-type policy."
SFC_989A2292E56A,SRC018,"fluorinated epoxy coating, micro:nano = 1:2",inorganic,,total SiO2 = 10 wt% of fluorinated epoxy; micro:nano SiO2 ratio 1:2; heated at 80 C for 5 min and cured at 120 C for 2 h,total SiO2 = 10 wt% of fluorinated epoxy; micro:nano SiO2 ratio 1:2; heated at 80 C for 5 min and cured at 120 C for 2 h,,as-prepared rough micro/nanostructured coating,,,,"Table 2, PDF page 8; measurement method in Section 2.4, PDF page 5; Direct Table 2 extraction. The abstract assigns the four FEP-S values to liquids in a conflicting order; Table 2 is retained as the row/column source. Main-analysis use remains conditional on the angle-type policy."
SFC_3480038F8EFE,SRC018,"fluorinated epoxy coating, micro:nano = 0:1",inorganic,,total SiO2 = 10 wt% of fluorinated epoxy; micro:nano SiO2 ratio 0:1; heated at 80 C for 5 min and cured at 120 C for 2 h,total SiO2 = 10 wt% of fluorinated epoxy; micro:nano SiO2 ratio 0:1; heated at 80 C for 5 min and cured at 120 C for 2 h,,as-prepared rough micro/nanostructured coating,,,,"Table 2, PDF page 8; measurement method in Section 2.4, PDF page 5; Direct Table 2 extraction. The abstract assigns the four FEP-S values to liquids in a conflicting order; Table 2 is retained as the row/column source. Main-analysis use remains conditional on the angle-type policy."
SFC_33502EC79F24,SRC019,"Topas, reference, before weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,"reference, before weather aging",,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_21ED5CFE6366,SRC019,"Topas, after 100 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 100 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_2CBEAAA7843B,SRC019,"Topas, after 200 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 200 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_D900D5201DB3,SRC019,"Topas, after 300 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 300 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_C44A751DCE9E,SRC019,"Topas, after 400 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 400 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_0885B1C8D502,SRC019,"Topas/CBD, reference, before weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,"reference, before weather aging",,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_F5DABBA4867E,SRC019,"Topas/CBD, after 100 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 100 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_56FA8A79F2C6,SRC019,"Topas/CBD, after 200 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 200 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_7354A757EA1D,SRC019,"Topas/CBD, after 300 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 300 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_C688F68936EE,SRC019,"Topas/CBD, after 400 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 400 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_DE1051C618E6,SRC019,"PLA, reference, before weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,"reference, before weather aging",,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_8CC973346CC4,SRC019,"PLA, after 100 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 100 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_94A74BED0696,SRC019,"PLA, after 200 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 200 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
