record_status,source_group_id,source_title,original_table_location,surface_label,material,treatment,state,liquid,contact_angle_deg,contact_angle_type,std_deg,range_deg,reported_uncertainty_deg,uncertainty_type,replicate_n,measurement_method,droplet_volume,license,DOI,keep_reason,extraction_note
keep,SRC012,"Transparent, Thermally and Mechanically Stable Superhydrophobic Coating Prepared by an Electrochemical Template Strategy","Main-text Table 1, row 'diiodomethane', flat surface CA column",Flat fluorinated ITO glass,fluorinated ITO-coated glass,flat fluorinated reference surface,flat reference surface measured in air,diiodomethane,101.1,static_sessile_drop,,,2,reported_plus_minus_type_not_defined,3,OCA 20 contact-angle system; sessile-drop measurement in air; reported values are means from three positions on each sample.,5 uL organic droplet,"Copyright The Royal Society of Chemistry 2015; author version and ESI are publicly accessible, but no Creative Commons license is stated.",10.1039/C4TA06944G,keep_primary_main_table_value,Re-extracted from Table 1 and cross-checked against the ESI method. Untabulated water angles and post-durability values are not joined to this surface.
keep,SRC012,"Transparent, Thermally and Mechanically Stable Superhydrophobic Coating Prepared by an Electrochemical Template Strategy","Main-text Table 1, row 'diiodomethane', coated surface CA column",Porous superhydrophobic silica-coated ITO glass (PEDOT EC 47.7 mC/cm2),POTS-fluorinated porous silica coating on ITO glass,PEDOT template electrodeposited at 47.7 mC/cm2; TEOS CVD 30 h; calcined at 500 C for 2 h; POTS CVD 12 h,porous Cassie-state coating measured in air,diiodomethane,161.1,static_sessile_drop,,,2,reported_plus_minus_type_not_defined,3,OCA 20 contact-angle system; sessile-drop measurement in air; reported values are means from three positions on each sample.,5 uL organic droplet,"Copyright The Royal Society of Chemistry 2015; author version and ESI are publicly accessible, but no Creative Commons license is stated.",10.1039/C4TA06944G,keep_primary_main_table_value,Re-extracted from Table 1 and cross-checked against the ESI method. Untabulated water angles and post-durability values are not joined to this surface.
keep,SRC012,"Transparent, Thermally and Mechanically Stable Superhydrophobic Coating Prepared by an Electrochemical Template Strategy","Main-text Table 1, row 'ethylene glycol', flat surface CA column",Flat fluorinated ITO glass,fluorinated ITO-coated glass,flat fluorinated reference surface,flat reference surface measured in air,ethylene glycol,93.2,static_sessile_drop,,,2,reported_plus_minus_type_not_defined,3,OCA 20 contact-angle system; sessile-drop measurement in air; reported values are means from three positions on each sample.,5 uL organic droplet,"Copyright The Royal Society of Chemistry 2015; author version and ESI are publicly accessible, but no Creative Commons license is stated.",10.1039/C4TA06944G,keep_primary_main_table_value,Re-extracted from Table 1 and cross-checked against the ESI method. Untabulated water angles and post-durability values are not joined to this surface.
keep,SRC012,"Transparent, Thermally and Mechanically Stable Superhydrophobic Coating Prepared by an Electrochemical Template Strategy","Main-text Table 1, row 'ethylene glycol', coated surface CA column",Porous superhydrophobic silica-coated ITO glass (PEDOT EC 47.7 mC/cm2),POTS-fluorinated porous silica coating on ITO glass,PEDOT template electrodeposited at 47.7 mC/cm2; TEOS CVD 30 h; calcined at 500 C for 2 h; POTS CVD 12 h,porous Cassie-state coating measured in air,ethylene glycol,159.4,static_sessile_drop,,,2,reported_plus_minus_type_not_defined,3,OCA 20 contact-angle system; sessile-drop measurement in air; reported values are means from three positions on each sample.,5 uL organic droplet,"Copyright The Royal Society of Chemistry 2015; author version and ESI are publicly accessible, but no Creative Commons license is stated.",10.1039/C4TA06944G,keep_primary_main_table_value,Re-extracted from Table 1 and cross-checked against the ESI method. Untabulated water angles and post-durability values are not joined to this surface.
keep,SRC012,"Transparent, Thermally and Mechanically Stable Superhydrophobic Coating Prepared by an Electrochemical Template Strategy","Main-text Table 1, row 'peanut oil', flat surface CA column",Flat fluorinated ITO glass,fluorinated ITO-coated glass,flat fluorinated reference surface,flat reference surface measured in air,peanut oil,78.7,static_sessile_drop,,,3,reported_plus_minus_type_not_defined,3,OCA 20 contact-angle system; sessile-drop measurement in air; reported values are means from three positions on each sample.,5 uL organic droplet,"Copyright The Royal Society of Chemistry 2015; author version and ESI are publicly accessible, but no Creative Commons license is stated.",10.1039/C4TA06944G,keep_primary_main_table_value,Re-extracted from Table 1 and cross-checked against the ESI method. Untabulated water angles and post-durability values are not joined to this surface.
keep,SRC012,"Transparent, Thermally and Mechanically Stable Superhydrophobic Coating Prepared by an Electrochemical Template Strategy","Main-text Table 1, row 'peanut oil', coated surface CA column",Porous superhydrophobic silica-coated ITO glass (PEDOT EC 47.7 mC/cm2),POTS-fluorinated porous silica coating on ITO glass,PEDOT template electrodeposited at 47.7 mC/cm2; TEOS CVD 30 h; calcined at 500 C for 2 h; POTS CVD 12 h,porous Cassie-state coating measured in air,peanut oil,150.7,static_sessile_drop,,,3,reported_plus_minus_type_not_defined,3,OCA 20 contact-angle system; sessile-drop measurement in air; reported values are means from three positions on each sample.,5 uL organic droplet,"Copyright The Royal Society of Chemistry 2015; author version and ESI are publicly accessible, but no Creative Commons license is stated.",10.1039/C4TA06944G,keep_primary_main_table_value,Re-extracted from Table 1 and cross-checked against the ESI method. Untabulated water angles and post-durability values are not joined to this surface.
keep,SRC012,"Transparent, Thermally and Mechanically Stable Superhydrophobic Coating Prepared by an Electrochemical Template Strategy","Main-text Table 1, row 'hexadecane', flat surface CA column",Flat fluorinated ITO glass,fluorinated ITO-coated glass,flat fluorinated reference surface,flat reference surface measured in air,hexadecane,71.8,static_sessile_drop,,,3,reported_plus_minus_type_not_defined,3,OCA 20 contact-angle system; sessile-drop measurement in air; reported values are means from three positions on each sample.,5 uL organic droplet,"Copyright The Royal Society of Chemistry 2015; author version and ESI are publicly accessible, but no Creative Commons license is stated.",10.1039/C4TA06944G,keep_primary_main_table_value,Re-extracted from Table 1 and cross-checked against the ESI method. Untabulated water angles and post-durability values are not joined to this surface.
keep,SRC012,"Transparent, Thermally and Mechanically Stable Superhydrophobic Coating Prepared by an Electrochemical Template Strategy","Main-text Table 1, row 'hexadecane', coated surface CA column",Porous superhydrophobic silica-coated ITO glass (PEDOT EC 47.7 mC/cm2),POTS-fluorinated porous silica coating on ITO glass,PEDOT template electrodeposited at 47.7 mC/cm2; TEOS CVD 30 h; calcined at 500 C for 2 h; POTS CVD 12 h,porous Cassie-state coating measured in air,hexadecane,128.6,static_sessile_drop,,,4,reported_plus_minus_type_not_defined,3,OCA 20 contact-angle system; sessile-drop measurement in air; reported values are means from three positions on each sample.,5 uL organic droplet,"Copyright The Royal Society of Chemistry 2015; author version and ESI are publicly accessible, but no Creative Commons license is stated.",10.1039/C4TA06944G,keep_primary_main_table_value,Re-extracted from Table 1 and cross-checked against the ESI method. Untabulated water angles and post-durability values are not joined to this surface.
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 2, row 'CTA(a)', formamide average/SD/n columns",CTA(a),cellulose triacetate,"acetyl substitution, DS 3.0",dried polymer film on glass; measured at 20 C,formamide,50.7,sessile_drop_on_dried_film,1.8,,1.8,standard_deviation,28,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 2, row 'CTA(a)', diiodomethane average/SD/n columns",CTA(a),cellulose triacetate,"acetyl substitution, DS 3.0",dried polymer film on glass; measured at 20 C,diiodomethane,29.0,sessile_drop_on_dried_film,1.2,,1.2,standard_deviation,30,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 2, row 'CTA(a)', water average/SD/n columns",CTA(a),cellulose triacetate,"acetyl substitution, DS 3.0",dried polymer film on glass; measured at 20 C,water,61.7,sessile_drop_on_dried_film,0.9,,0.9,standard_deviation,30,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 2, row 'CTP', formamide average/SD/n columns",CTP,cellulose tripropionate,"propionyl substitution, DS 2.9",dried polymer film on glass; measured at 20 C,formamide,61.3,sessile_drop_on_dried_film,1.1,,1.1,standard_deviation,29,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 2, row 'CTP', diiodomethane average/SD/n columns",CTP,cellulose tripropionate,"propionyl substitution, DS 2.9",dried polymer film on glass; measured at 20 C,diiodomethane,35.8,sessile_drop_on_dried_film,0.9,,0.9,standard_deviation,30,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 2, row 'CTP', water average/SD/n columns",CTP,cellulose tripropionate,"propionyl substitution, DS 2.9",dried polymer film on glass; measured at 20 C,water,70.3,sessile_drop_on_dried_film,1.0,,1.0,standard_deviation,38,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 2, row 'CTB', formamide average/SD/n columns",CTB,cellulose tributyrate,"butyryl substitution, DS 3.1",dried polymer film on glass; measured at 20 C,formamide,71.2,sessile_drop_on_dried_film,0.6,,0.6,standard_deviation,29,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 2, row 'CTB', diiodomethane average/SD/n columns",CTB,cellulose tributyrate,"butyryl substitution, DS 3.1",dried polymer film on glass; measured at 20 C,diiodomethane,41.0,sessile_drop_on_dried_film,0.6,,0.6,standard_deviation,30,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 2, row 'CTB', water average/SD/n columns",CTB,cellulose tributyrate,"butyryl substitution, DS 3.1",dried polymer film on glass; measured at 20 C,water,80.2,sessile_drop_on_dried_film,0.8,,0.8,standard_deviation,38,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 2, row 'CTV', formamide average/SD/n columns",CTV,cellulose trivalerate,"valeryl substitution, DS 3.1",dried polymer film on glass; measured at 20 C,formamide,78.7,sessile_drop_on_dried_film,0.8,,0.8,standard_deviation,30,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 2, row 'CTV', diiodomethane average/SD/n columns",CTV,cellulose trivalerate,"valeryl substitution, DS 3.1",dried polymer film on glass; measured at 20 C,diiodomethane,45.2,sessile_drop_on_dried_film,0.6,,0.6,standard_deviation,30,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 2, row 'CTV', water average/SD/n columns",CTV,cellulose trivalerate,"valeryl substitution, DS 3.1",dried polymer film on glass; measured at 20 C,water,86.9,sessile_drop_on_dried_film,0.9,,0.9,standard_deviation,39,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'CTL', formamide average/SD/n columns",CTL,cellulose trilaurate,"lauroyl substitution, DS 3.0",dried polymer film on glass; measured at 20 C,formamide,87.8,sessile_drop_on_dried_film,1.1,,1.1,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'CTL', diiodomethane average/SD/n columns",CTL,cellulose trilaurate,"lauroyl substitution, DS 3.0",dried polymer film on glass; measured at 20 C,diiodomethane,54.3,sessile_drop_on_dried_film,1.0,,1.0,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'CTL', water average/SD/n columns",CTL,cellulose trilaurate,"lauroyl substitution, DS 3.0",dried polymer film on glass; measured at 20 C,water,102.9,sessile_drop_on_dried_film,0.4,,0.4,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'CLTOD(a)', formamide average/SD/n columns",CLTOD(a),cellulose laurate trioxadecanoate,lauroyl DS 1.7 and trioxadecanoyl DS 1.3,dried polymer film on glass; measured at 20 C,formamide,84.7,sessile_drop_on_dried_film,1.5,,1.5,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'CLTOD(a)', diiodomethane average/SD/n columns",CLTOD(a),cellulose laurate trioxadecanoate,lauroyl DS 1.7 and trioxadecanoyl DS 1.3,dried polymer film on glass; measured at 20 C,diiodomethane,46.0,sessile_drop_on_dried_film,1.1,,1.1,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'CLTOD(a)', water average/SD/n columns",CLTOD(a),cellulose laurate trioxadecanoate,lauroyl DS 1.7 and trioxadecanoyl DS 1.3,dried polymer film on glass; measured at 20 C,water,97.4,sessile_drop_on_dried_film,0.4,,0.4,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'CLTOD(b)', formamide average/SD/n columns",CLTOD(b),cellulose laurate trioxadecanoate,lauroyl DS 1.1 and trioxadecanoyl DS 1.9,dried polymer film on glass; measured at 20 C,formamide,77.3,sessile_drop_on_dried_film,1.6,,1.6,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'CLTOD(b)', diiodomethane average/SD/n columns",CLTOD(b),cellulose laurate trioxadecanoate,lauroyl DS 1.1 and trioxadecanoyl DS 1.9,dried polymer film on glass; measured at 20 C,diiodomethane,47.5,sessile_drop_on_dried_film,3.2,,3.2,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'CLTOD(b)', water average/SD/n columns",CLTOD(b),cellulose laurate trioxadecanoate,lauroyl DS 1.1 and trioxadecanoyl DS 1.9,dried polymer film on glass; measured at 20 C,water,90.3,sessile_drop_on_dried_film,0.8,,0.8,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'PES', formamide average/SD/n columns",PES,polyethersulfone reference film,PES dissolved in DMAC and dried at 100 C,dried polymer film on glass; measured at 20 C,formamide,57.2,sessile_drop_on_dried_film,2.6,,2.6,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'PES', diiodomethane average/SD/n columns",PES,polyethersulfone reference film,PES dissolved in DMAC and dried at 100 C,dried polymer film on glass; measured at 20 C,diiodomethane,28.0,sessile_drop_on_dried_film,1.3,,1.3,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'PES', water average/SD/n columns",PES,polyethersulfone reference film,PES dissolved in DMAC and dried at 100 C,dried polymer film on glass; measured at 20 C,water,81.2,sessile_drop_on_dried_film,1.3,,1.3,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'CTA(b)', formamide average/SD/n columns",CTA(b),cellulose triacetate reference film,"acetyl substitution, DS 2.9",dried polymer film on glass; measured at 20 C,formamide,51.9,sessile_drop_on_dried_film,1.8,,1.8,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'CTA(b)', diiodomethane average/SD/n columns",CTA(b),cellulose triacetate reference film,"acetyl substitution, DS 2.9",dried polymer film on glass; measured at 20 C,diiodomethane,36.2,sessile_drop_on_dried_film,1.3,,1.3,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC014,Exploration of Advanced Cellulosic Material for Membrane Filtration with Outstanding Antifouling Property,"Table 7, row 'CTA(b)', water average/SD/n columns",CTA(b),cellulose triacetate reference film,"acetyl substitution, DS 2.9",dried polymer film on glass; measured at 20 C,water,62.1,sessile_drop_on_dried_film,1.0,,1.0,standard_deviation,10,"DropMaster 700 (Kyowa Interface Science), 20 C; sessile drop on dried polymer film formed on glass.",not reported,CC BY (PMC Open Access API metadata); Royal Society of Chemistry article.,10.1039/D2RA08165B,keep_canonical_reextraction; supersedes duplicate legacy copies SRC014 and OPEN_CELLULOSE_ESTER,"Average, SD, and n were transcribed from the same row. Captive-bubble Table 12 values were excluded because they are a different hydrated-air-bubble task."
keep,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'Latex 1 coated paper', water theta_r column",Latex 1 coated paper,paper with latex-blend barrier coating,"reverse-gravure coated, IR dried, calendered at 70 bar/35 C, washed and IR cured","ambient RH 15+/-5%, 24+/-1 C",water,84,roughness_corrected_static_theta_r,,,1,reported_plus_minus_type_not_defined,3,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,keep_primary_roughness_corrected_table_value,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
